kyc_pan,kyc_aadhar_verified,kyc_gst_returns_last_3y,kyc_gst_turnover,kyc_mcc_code,kyc_company_name,kyc_date_of_incorp,kyc_mca_returns_count,kyc_mca_returns_amount,cibil_credit_health,cibil_credit_mix_ratio,cibil_payment_history_12m,cibil_default_count,cibil_bounce_count,cibil_loans_closed,cibil_consolidated_monthly_emi,cibil_individual_loans_0_emi_amount,cibil_individual_loans_0_tenure_left_months,cibil_individual_loans_1_emi_amount,cibil_individual_loans_1_tenure_left_months,cibil_individual_loans_2_emi_amount,cibil_individual_loans_2_tenure_left_months,cibil_individual_loans_3_emi_amount,cibil_individual_loans_3_tenure_left_months,cibil_credit_age_months,bank_total_outflow,bank_total_inflow,bank_emi_count,bank_aggregated_emi_amount,bank_monthly_salary,bank_income_to_emi_ratio,bank_monthly_inflow_pattern_2025-01,bank_monthly_inflow_pattern_2025-02,bank_monthly_inflow_pattern_2025-03,bank_monthly_inflow_pattern_2025-04,bank_monthly_inflow_pattern_2025-05,bank_monthly_inflow_pattern_2025-06,bank_monthly_inflow_pattern_2025-07,bank_monthly_inflow_pattern_2025-08,bank_monthly_inflow_pattern_2025-09,bank_monthly_inflow_pattern_2025-10,bank_monthly_inflow_pattern_2025-11,bank_monthly_inflow_pattern_2025-12,bank_monthly_inflow_pattern_2024-01,bank_monthly_inflow_pattern_2024-02,bank_monthly_inflow_pattern_2024-03,bank_monthly_inflow_pattern_2024-04,bank_monthly_inflow_pattern_2024-05,bank_monthly_inflow_pattern_2024-06,bank_monthly_inflow_pattern_2024-07,bank_monthly_inflow_pattern_2024-08,bank_monthly_inflow_pattern_2024-09,bank_monthly_inflow_pattern_2024-10,bank_monthly_inflow_pattern_2024-11,bank_monthly_inflow_pattern_2024-12,bank_monthly_inflow_pattern_2023-01,bank_monthly_inflow_pattern_2023-02,bank_monthly_inflow_pattern_2023-03,bank_monthly_inflow_pattern_2023-04,bank_monthly_inflow_pattern_2023-05,bank_monthly_inflow_pattern_2023-06,bank_monthly_inflow_pattern_2023-07,bank_monthly_inflow_pattern_2023-08,bank_monthly_inflow_pattern_2023-09,bank_monthly_inflow_pattern_2023-10,bank_monthly_inflow_pattern_2023-11,bank_monthly_inflow_pattern_2023-12,bank_annual_inflow_outflow_2025,bank_annual_inflow_outflow_2024,bank_annual_inflow_outflow_2023,investments_mutual_fund_value,investments_nps_value,investments_pf_value,investments_equity_value,itr_annual_income,itr_itr_filed,itr_filing_consistency_3y,service_record_employment_years,service_record_job_changes,insurance_insured,insurance_insured_amount,labels_user_behavior_shift,labels_ability_to_default,labels_default_timeframe_months,labels_financially_secure
AHAFR6352I,True,13,0.0,5912,,2016-01-18,0,0.0,419.6,0.66,0.48,0,3,5,39188.51,24838.06,43,4351.84,46.0,7422.43,49.0,,,9,1376003.52,1642294.11,3,36700.25,46356.82,0.79,46370.39,37244.15,38416.07,43115.41,39880.64,47086.15,44830.57,53178.55,39080.08,42639.98,41524.03,40541.67,50786.61,44351.25,43660.72,40342.38,49138.31,42960.42,50480.82,38622.51,50742.72,53017.72,44295.15,53192.94,45946.88,42520.77,42854.84,48640.41,55204.05,49971.52,52127.34,38179.57,49151.63,48626.42,52294.82,41276.61,1.187,1.207,1.186,96668.56,170158.26,291176.02,635262.29,597615.69,False,0.48,2.2,8,True,4906100.48,Unstable,High,6,False
LCIGC8785I,True,31,69994094.65,5999,Chopra and Sons,2020-10-21,1,19831.97,632.9,0.38,0.57,0,1,1,47862.48,19929.17,21,32950.46,42.0,,,,,141,8280865.53,10079764.33,2,132111.28,284090.75,0.47,336746.4,257450.85,339409.87,245688.34,308210.04,340179.9,271471.86,262496.64,283066.16,230714.61,253526.99,249709.29,267120.17,322910.66,315193.14,241472.73,294909.63,270223.77,234153.62,234010.33,227466.59,334500.1,276868.91,330456.38,267933.16,254622.83,308102.52,325850.21,240361.08,263298.12,325960.58,336258.85,241789.13,254572.16,304270.65,228788.05,1.24,1.197,1.215,937135.82,1497648.85,4941605.71,19655387.06,792375.83,True,0.86,6.9,2,False,0.0,Unstable,Medium,12,False
HQUSO7957L,True,5,0.0,5045,,2020-04-18,0,0.0,438.1,0.34,0.44,0,2,4,26667.28,22800.64,35,40072.34,30.0,5469.0,41.0,,,10,1338596.48,1597023.57,5,23227.14,45878.48,0.51,44151.58,49362.55,37487.81,37257.84,47774.2,53300.55,51985.05,45359.1,39564.66,47196.65,36737.89,40643.65,48216.58,39732.09,37922.11,41441.62,44291.77,54746.15,51001.15,48912.5,53821.99,48987.22,37355.47,40089.35,47569.47,38040.39,50637.32,49908.05,43367.42,38176.6,40397.55,53144.33,37971.95,44122.1,37621.52,38727.33,1.176,1.195,1.209,232995.02,3859.71,78432.45,339081.33,422739.93,False,0.57,5.6,4,True,116282.01,Unstable,High,5,False
PERQG0095T,True,26,0.0,8011,,2022-11-28,0,0.0,764.0,0.42,0.93,0,3,1,29522.26,36379.47,39,19596.02,11.0,42718.72,10.0,32264.49,11.0,143,5798864.93,6979402.76,5,44251.01,200611.67,0.22,211076.98,178807.1,182753.83,188955.46,192192.21,200201.94,172498.25,172410.53,186132.66,228023.45,196280.73,182692.44,168713.51,178601.91,211859.17,210756.35,175876.63,213651.98,197340.82,239746.74,229647.14,174451.11,179755.17,173465.29,175074.34,169554.29,168993.37,178920.8,184593.22,186416.54,207866.96,236323.16,234235.43,168434.24,214807.76,208291.24,1.251,1.18,1.183,24529.17,560023.13,885377.73,4111636.92,627431.08,True,0.79,19.7,0,True,9025554.72,Promising,Low,36,True
NQTTF3058H,True,29,52792085.13,5912,Naidu-Swaminathan,2021-08-02,0,160784.64,808.8,0.37,0.94,0,0,3,71676.26,40296.47,10,,,,,,,55,12971572.71,15358751.58,2,247507.07,422612.91,0.59,380387.52,406609.98,480336.87,483687.26,501343.99,434467.84,444928.85,419602.65,350856.1,381448.36,489630.92,397537.88,459992.46,392950.52,374956.45,346497.69,442891.78,395133.48,488176.76,472867.86,493295.55,443248.39,343172.74,488447.31,438556.19,498381.33,375986.06,413964.16,371394.22,370244.05,416021.54,445350.09,436520.71,381297.22,431414.06,467152.74,1.149,1.222,1.183,146190.55,516991.16,1357705.85,2568706.19,5561334.14,True,0.81,21.5,0,True,2534757.34,Stable,Medium,12,False
HJPID8228N,True,29,73764469.69,5734,Viswanathan Inc,2017-04-04,1,292642.1,645.9,0.76,0.53,6,8,1,174542.31,32407.93,36,3348.41,7.0,49958.58,55.0,24448.32,53.0,74,4353763.41,5213428.78,6,53198.02,149274.37,0.36,170227.06,168805.35,142380.36,152383.2,160470.36,161801.43,120540.34,120117.58,119422.56,124883.13,137921.9,177499.9,146151.51,120031.56,129651.69,134450.99,124090.18,123853.73,125565.53,164406.28,123266.68,119747.38,161571.51,147993.17,130747.07,133893.32,177988.87,161621.7,148355.21,166072.19,159537.1,120672.23,141739.56,174159.68,157095.3,164313.18,1.188,1.183,1.22,814572.5,810899.15,2472382.41,6701843.78,5049020.95,True,0.8,21.3,1,True,3843536.99,Reactive,High,5,False
NIAKA0375X,True,1,0.0,5999,,2019-08-25,0,0.0,743.2,0.51,0.78,0,3,4,17109.44,43517.62,32,8053.84,17.0,29279.88,49.0,,,121,2032413.53,2476973.82,4,33805.52,70008.67,0.48,75542.4,67780.0,82337.7,64489.08,74344.56,75195.74,59893.0,74293.08,72717.13,67796.22,61017.11,73143.78,82398.59,66877.81,60357.29,61963.42,59297.65,75170.39,73735.34,61357.26,73832.88,81290.24,71861.57,59427.01,58437.31,67535.85,77590.27,56619.69,76778.73,60670.29,58944.35,65965.03,79840.91,68429.62,65692.58,64349.91,1.256,1.197,1.204,129958.44,3901.5,734558.42,290252.04,517027.25,True,0.74,9.7,2,False,0.0,Promising,Medium,12,False
BQLIB4617U,True,30,71314021.43,5912,"Narayanan, Babu and Dass",2019-01-01,10,829214.38,725.6,0.54,0.9,0,1,1,106602.15,10424.96,51,27249.05,15.0,14473.79,42.0,4376.91,21.0,85,1923040.45,2331049.54,4,15392.7,65710.01,0.23,64335.94,78734.18,55857.55,78565.64,57843.87,75525.24,71302.71,77741.48,61404.3,55743.02,76099.37,54272.13,72982.75,59227.79,65323.43,58385.07,66155.87,53129.38,75519.89,60633.64,54279.29,57425.48,70511.84,67043.18,55282.29,62551.89,66792.23,55158.63,78333.4,59424.86,60820.81,61922.91,68863.2,64535.28,66212.68,63108.32,1.169,1.205,1.269,245693.75,220034.73,187495.46,2069168.33,3123713.09,True,0.81,1.6,0,False,0.0,Promising,Medium,12,False
DDIOS7740D,True,14,0.0,5045,,2022-04-05,0,0.0,762.8,0.41,0.86,0,0,1,44567.22,25187.44,32,47786.77,58.0,,,,,165,2907378.22,3501194.96,3,33823.42,96855.71,0.35,96953.3,83699.85,92933.63,84563.33,84657.24,110945.6,98943.11,106975.62,80490.14,86400.97,102585.06,82840.16,82285.52,81657.21,83681.29,94233.24,104348.76,110285.9,104951.66,105853.89,103872.43,111699.76,115648.11,101202.6,109423.57,112550.28,114674.41,82468.03,110797.04,78789.64,103307.94,108311.78,115220.95,80122.48,83178.44,90642.02,1.22,1.214,1.181,1019588.61,667129.96,1016298.14,3948459.48,1818208.78,True,0.85,1.4,0,True,1446144.79,Stable,Low,36,True
VSSTJ8593Y,True,12,0.0,5045,,2019-09-02,0,0.0,608.6,0.8,0.43,1,2,1,36790.48,39523.34,8,16101.05,49.0,49067.66,57.0,,,55,1113057.51,1333531.17,1,17193.96,36825.36,0.47,43135.19,42175.23,38716.65,35976.9,38096.4,36628.42,29563.21,36976.59,34709.09,43557.94,39512.96,31505.84,42229.71,37537.12,34782.92,31385.55,30655.99,30718.0,40667.49,41500.39,35599.8,41239.79,38163.97,40103.56,36753.27,29827.92,40015.44,32082.3,41693.5,29715.94,34515.34,41538.41,41147.07,33367.58,35648.68,42086.98,1.154,1.262,1.183,91029.41,100454.86,188989.64,399863.15,454992.74,True,0.69,8.3,8,True,5559370.3,Reactive,Medium,12,False
MFYWJ6774S,True,17,0.0,5411,,2021-01-04,0,0.0,745.4,0.53,0.66,0,3,4,14101.8,35902.34,36,3134.65,51.0,28756.33,29.0,,,171,813737.95,988387.24,1,10593.78,26424.49,0.4,27470.57,24132.75,30057.68,28355.18,26071.83,27019.0,24766.62,31303.12,27697.58,24742.81,29925.39,22372.82,26161.99,25879.4,30398.97,28100.45,27529.03,29455.58,23137.14,26730.59,26075.48,29944.57,24211.07,25682.33,28218.1,23972.19,28477.12,30842.95,23807.79,30553.03,29630.49,27705.98,28095.31,27415.29,31664.72,30782.33,1.212,1.226,1.207,107248.77,85892.32,715148.03,292408.32,605047.47,True,0.89,17.0,4,False,0.0,Promising,Medium,12,False
GVUOD2610A,True,35,0.0,5045,,2018-01-26,0,0.0,724.0,0.35,0.75,0,2,0,22272.53,6446.03,22,14142.55,18.0,21028.3,41.0,,,100,1298140.81,1523418.06,1,13268.74,44356.51,0.3,39617.52,50054.75,46819.85,38559.8,43552.13,42114.15,52458.88,36283.19,35652.31,46708.3,43982.6,48388.65,44604.07,38445.22,36613.72,41865.42,47594.28,43250.99,35923.78,46121.31,38987.9,39939.46,37803.58,39433.73,46432.84,47447.01,37128.01,43667.47,38075.33,40424.37,47318.54,36302.2,41306.22,44374.1,35682.2,50484.2,1.159,1.214,1.151,105584.79,106689.8,377467.68,893405.17,715441.93,True,0.73,3.6,2,True,6443458.57,Promising,Medium,12,False
VJDER3516D,True,31,81904294.63,5912,Amble-Munshi,2018-02-04,11,73944.53,779.2,0.65,0.92,0,2,6,201282.03,16664.5,47,13145.41,44.0,,,,,15,11938563.87,14219418.91,6,200078.35,395860.66,0.51,415744.89,365142.44,362145.54,465314.87,375814.51,335611.61,390078.8,361230.54,359946.49,454292.01,453652.72,454351.41,459258.41,406497.49,318275.56,326644.35,447193.31,428201.73,400221.28,462276.92,417518.64,316900.61,457529.6,352289.5,464270.06,470694.68,466764.09,351640.55,355639.52,348973.69,325697.81,317155.71,347059.64,451866.48,381095.96,352427.51,1.201,1.169,1.204,43798.56,60393.67,1905077.96,3774252.62,1435469.35,True,0.9,7.2,1,True,6765765.42,Promising,Medium,12,False
XLELD8671G,True,26,0.0,8011,,2019-11-16,0,0.0,822.1,0.66,0.89,0,0,0,22351.67,10020.26,8,16381.66,35.0,,,,,58,4715466.26,5668195.21,1,40782.81,156996.48,0.26,186819.56,155501.58,128673.58,143952.73,150811.1,147441.92,174040.69,154755.72,184887.76,137763.56,141137.6,169776.16,179267.13,165492.64,179168.08,145164.61,180976.82,174078.69,127334.89,159796.94,162324.83,141662.85,178129.01,178782.3,136991.76,168253.34,148555.1,161491.05,128571.29,141944.89,137100.98,131052.66,169438.88,149988.15,187460.96,159605.4,1.212,1.236,1.157,755891.93,181911.62,1548861.08,252209.57,2066988.41,True,0.99,9.0,1,False,0.0,Stable,Low,36,True
SCGSR5600X,True,17,0.0,8021,,2023-07-17,0,0.0,715.4,0.68,0.46,3,5,1,22274.93,44609.36,15,33182.09,22.0,,,,,176,2075863.97,2517940.93,2,41740.22,71377.61,0.58,85269.78,58024.46,79458.91,85596.49,57385.67,58756.04,60285.81,75082.18,68284.63,73584.07,69687.12,59933.05,68532.09,60051.99,82054.25,81177.0,59249.84,65850.79,82555.97,70137.43,76526.87,64356.33,59377.02,71242.9,80473.11,59482.01,63339.21,76841.78,85227.29,71918.15,74432.3,63403.46,67601.61,59689.01,65507.52,77564.8,1.213,1.193,1.234,586476.3,7458.37,981329.3,1357425.32,311326.63,True,0.99,20.4,5,True,2791679.21,Reactive,High,5,False
VXMJT0428T,True,28,50301680.17,5912,Gokhale LLC,2019-09-21,10,659816.24,675.5,0.49,0.51,0,0,6,298412.49,43332.93,27,,,,,,,176,6943117.89,8489785.71,2,60597.95,230011.37,0.26,273577.06,224997.17,206491.47,269405.18,194760.3,208399.88,249505.05,248007.21,227461.21,217109.73,264956.66,191117.57,186412.39,193428.45,216123.54,245657.68,258487.81,190194.7,260771.59,241944.78,272349.77,268235.7,211519.0,245903.84,209923.03,261381.25,228795.14,224340.07,227213.29,238845.18,248964.35,273528.85,204188.0,259198.39,273793.53,272796.88,1.208,1.265,1.198,3952118.66,891752.11,2930491.77,11854597.39,2338759.18,True,0.9,14.3,0,True,2720424.67,Stable,Medium,12,False
WQAPU5502B,True,8,0.0,5912,,2020-01-19,0,0.0,570.0,0.36,0.88,0,1,0,27468.36,6128.66,25,11982.25,29.0,29011.8,19.0,,,160,698753.02,835193.69,4,29504.31,23421.14,1.26,24535.26,27243.09,21043.11,26690.64,24288.8,27601.95,18838.79,19568.2,20920.25,23416.02,19144.56,22566.03,27029.54,21052.25,27953.18,25684.42,21452.71,20438.65,22842.06,27413.76,27796.15,26967.8,22035.81,22243.76,19285.21,24662.54,19220.06,19808.12,22708.55,20376.06,27144.43,18838.26,28091.02,21145.65,20194.66,24952.37,1.25,1.151,1.192,161316.77,83448.49,67142.76,738654.87,224433.53,False,0.44,15.5,8,True,599783.2,Unstable,High,2,False
QGQPJ7128J,True,1,0.0,5734,,2024-05-20,0,0.0,619.5,0.62,0.43,4,7,2,37363.47,9442.15,47,30196.86,17.0,47443.21,36.0,,,45,1450222.03,1798388.04,4,41880.58,49513.2,0.85,42140.91,58348.84,51362.55,46291.85,55030.2,53429.72,57731.41,44813.66,55521.61,52367.17,46891.59,56513.52,41094.98,40101.94,44422.6,45137.54,56867.72,44927.0,59009.72,52388.64,50953.61,56240.44,59405.97,41653.09,57068.41,43578.69,42122.51,52190.2,42216.24,50451.07,59098.86,48662.89,45558.67,45917.52,45231.2,53645.49,1.249,1.251,1.22,301965.84,121777.23,509950.51,1017183.7,326479.71,False,0.58,12.9,7,True,5249454.11,Reactive,High,1,False
RJAZT7162L,True,8,0.0,5045,,2019-09-06,0,0.0,800.9,0.41,0.91,0,1,2,27336.7,27982.83,56,21074.83,51.0,45537.59,29.0,3808.19,33.0,30,4977312.41,5934333.32,5,27915.21,166706.92,0.17,159688.34,168683.9,142780.05,154455.69,175829.97,137964.11,160855.02,153819.0,173240.88,164082.92,147242.01,157636.1,178393.78,148102.31,175753.58,186230.48,136036.44,174665.05,177037.95,143225.83,162149.94,194816.55,164362.73,168913.24,137949.42,174230.0,198385.95,158506.05,156512.62,147799.9,166134.84,186310.34,178701.15,184516.18,199470.0,139851.0,1.181,1.186,1.209,112958.32,564538.9,1161130.09,571245.7,2015244.48,True,0.89,21.4,0,True,766016.36,Promising,Low,36,True
IOFSK7215W,True,35,7620090.75,5734,"Krishnamurthy, Sani and Din",2016-04-23,9,834866.83,678.8,0.33,0.68,0,1,3,165100.21,31752.22,27,43864.06,36.0,31056.51,11.0,,,108,8418937.44,10118004.47,3,141049.57,282053.36,0.5,239244.52,262808.49,253273.53,315589.29,266836.52,318476.46,240156.48,274527.76,249336.37,239617.17,269893.82,332969.34,303560.3,236307.22,244723.72,309044.75,268144.97,316820.43,312456.89,249695.33,279154.11,320325.65,282868.87,323932.87,314161.26,311420.11,225800.41,271043.89,303255.29,331101.87,298481.12,323401.16,261278.11,263959.23,231939.87,272397.3,1.232,1.178,1.198,1045833.98,1933870.28,5596075.73,17217376.33,2008733.01,True,0.72,4.4,2,True,3854654.63,Unstable,Medium,12,False
FMUUR3725S,True,21,0.0,8021,,2017-12-21,0,0.0,713.4,0.38,0.65,2,2,4,17191.47,17447.83,58,36709.92,54.0,,,,,69,1508978.69,1861989.17,1,12702.34,50336.12,0.25,53875.54,49885.0,55831.1,41461.61,48375.52,46210.62,42796.58,54563.92,56566.99,53027.53,50187.32,51493.24,42827.41,52335.82,47175.93,58287.28,58613.87,55373.91,59252.96,58310.94,49839.54,58489.73,50252.63,53823.12,44022.45,57578.26,53746.48,49940.08,54408.62,58775.98,41714.18,45470.57,58988.93,47049.73,54902.22,46533.57,1.262,1.223,1.218,241450.21,234230.94,477681.74,1068062.83,691130.04,True,0.91,18.9,4,False,0.0,Reactive,Medium,12,False
ARSAB9899G,True,5,0.0,5812,,2023-08-18,0,0.0,684.8,0.53,0.79,0,1,2,24087.78,26488.03,38,34512.73,50.0,14891.43,10.0,41128.83,9.0,28,1684011.68,2025743.42,5,24125.54,57235.09,0.42,46954.99,46424.84,50364.58,63636.21,67125.6,59533.17,53753.93,61151.54,46663.92,48460.7,49109.12,51628.72,57308.74,54018.77,48585.52,60951.87,55161.4,54181.28,48013.97,68412.15,52908.49,53095.51,58862.76,50541.79,66303.35,63770.65,55849.6,55147.05,58165.84,49602.02,66881.69,53318.48,67368.5,57794.76,61157.45,63534.45,1.191,1.204,1.212,380780.04,189891.84,60130.56,1729251.15,402570.21,True,0.83,22.8,2,True,3370205.18,Unstable,Medium,12,False
GHYHD8856C,True,23,0.0,8021,,2022-03-06,0,0.0,712.0,0.47,0.76,0,3,5,22967.63,45820.31,34,26253.97,23.0,9669.55,14.0,46215.44,26.0,163,1590661.43,2007048.55,2,22954.41,55388.45,0.41,46389.8,45733.21,45297.57,56495.03,65540.53,53655.68,51167.4,47098.83,57665.54,47469.84,62069.96,56388.27,57148.18,56904.43,46646.52,63448.43,58685.18,63256.15,63912.52,59732.95,55823.23,55855.54,66446.67,54334.03,48621.21,63656.93,48154.21,53890.15,61888.56,54630.98,59929.8,45131.59,52466.25,56015.68,64036.95,61460.77,1.2,1.306,1.278,10137.88,165406.92,966726.14,2697553.57,421552.77,True,0.93,6.5,1,True,2498864.54,Promising,Medium,12,False
YQYKP7609B,True,5,0.0,8011,,2016-12-21,0,0.0,742.5,0.76,0.69,0,0,5,28210.72,41419.1,10,49279.85,42.0,,,,,109,1528246.46,1888273.2,4,21253.7,52287.33,0.41,54115.67,48650.96,51754.38,43340.27,44725.45,58648.89,47502.88,44330.38,45864.43,59776.49,44712.8,56585.16,49619.69,53137.69,57800.94,59807.01,42027.1,61947.57,53127.19,54854.04,54572.53,47914.41,53982.89,52046.45,43535.76,60065.72,50141.28,52939.81,48100.39,60468.26,56806.02,59632.64,54447.54,45427.95,58244.18,57618.35,1.216,1.19,1.304,436598.35,100492.29,431481.75,1631350.7,899029.75,True,0.91,24.2,1,True,3930795.81,Stable,Medium,12,False
ORQCZ6903T,True,32,0.0,8011,,2021-01-19,0,0.0,772.2,0.51,0.87,0,1,0,18686.23,39006.92,58,37412.23,35.0,22312.18,36.0,48248.49,24.0,115,3377247.09,4076578.52,6,21726.05,115003.97,0.19,101846.07,126611.78,105140.75,122373.56,128591.64,100908.76,102607.64,135615.49,118206.63,96246.05,122250.09,100716.24,105492.28,129369.45,129763.41,93640.59,107828.72,94953.67,128264.9,120568.23,132396.18,95563.58,116330.98,131603.56,98764.83,104266.41,121676.24,124325.84,100885.49,112892.26,137459.26,101865.79,97587.31,112388.9,123339.43,94236.5,1.21,1.163,1.254,1160659.79,656515.52,2490943.87,656036.2,1267252.74,True,0.97,7.2,1,True,661787.76,Promising,Low,36,True
IDNET9740E,True,34,0.0,5999,,2020-05-19,0,0.0,775.3,0.5,0.99,0,1,4,34174.16,40934.39,23,10041.02,13.0,,,,,31,4384280.98,5389856.1,4,54888.84,148977.74,0.37,124904.41,165337.96,176762.86,159296.97,176647.04,177181.81,139060.73,158331.02,155934.34,135210.65,171711.09,155161.64,163163.33,162953.34,154939.03,158591.16,140018.43,165285.47,130597.68,173287.56,119283.58,147697.09,151082.47,147520.94,138405.89,125391.33,129596.39,164907.49,143031.86,130545.58,130259.01,139307.91,162729.08,152096.54,125324.33,138300.09,1.207,1.232,1.253,245232.77,819808.07,832238.35,2902902.62,711999.93,True,0.79,24.0,1,True,8669572.14,Promising,Low,36,True
OKKPY0845H,True,13,0.0,5411,,2017-05-05,0,0.0,768.8,0.38,0.87,0,1,6,21657.93,49414.81,26,45471.86,44.0,49967.53,37.0,23725.0,28.0,32,2179000.46,2689496.82,6,18417.37,74664.35,0.25,74681.79,72424.03,70178.17,84235.64,68792.67,65359.38,87686.33,74258.48,79509.7,81515.33,74859.06,65123.98,81727.9,81822.69,88941.1,63896.0,84450.17,87232.36,81379.54,64962.72,63067.82,62604.07,63333.64,65444.06,85615.94,76754.91,80636.48,84841.31,70124.29,80676.91,61767.56,64341.42,61480.36,82027.31,71070.03,82673.69,1.209,1.25,1.245,391447.6,32250.02,88115.13,510660.3,949500.94,True,0.71,3.0,1,False,0.0,Promising,Low,36,True
JIAMF7904K,True,35,0.0,5812,,2021-04-03,0,0.0,661.0,0.33,0.61,0,3,2,17037.78,25385.81,31,20990.25,52.0,17891.83,43.0,25399.5,9.0,124,2012733.33,2525270.36,2,18507.89,69236.39,0.27,72394.32,66950.11,69514.54,69073.52,60352.4,77263.51,73160.1,71925.33,55395.87,59350.46,79488.08,76925.95,79103.06,67822.54,60495.77,82549.96,59944.95,75535.17,71887.54,81440.14,68448.79,61980.44,77957.13,78461.83,55688.11,74783.89,68715.65,77051.17,80819.42,62809.07,76512.33,59979.29,61816.96,72858.73,72201.27,64612.97,1.223,1.209,1.343,126728.58,107133.36,496961.61,1468812.19,369740.83,True,0.81,12.6,2,True,8095352.9,Unstable,Medium,12,False
QOYSQ1810E,True,33,0.0,5812,,2020-05-08,0,0.0,736.5,0.37,0.51,0,2,5,12182.94,38445.11,30,,,,,,,71,1965085.86,2364057.98,1,31770.78,67164.28,0.47,72433.73,69454.07,54305.2,69952.97,67884.63,56818.99,70684.02,62600.38,60035.74,62632.24,59693.54,77708.98,77034.61,65533.05,71053.4,60850.78,59240.33,56156.57,59112.52,67950.39,68480.78,59675.13,55399.01,57058.46,61259.37,54642.21,56136.39,68696.9,64771.07,71329.05,76491.55,75615.29,69960.72,68371.22,80232.86,74801.85,1.212,1.191,1.206,8907.22,68663.75,227942.54,893878.1,320700.18,True,0.7,7.2,1,True,5879948.81,Promising,Medium,12,False
GUEMK2099F,True,27,15265277.3,7011,"Hans, Seth and Mutti",2020-05-09,7,928326.18,695.5,0.35,0.82,0,3,3,181116.95,38797.55,51,44010.57,21.0,25501.5,12.0,,,39,11611371.57,14141032.51,1,89584.64,392041.93,0.23,396429.38,347989.16,321835.63,390311.2,401541.73,349992.11,376164.38,443144.52,335881.64,361015.37,434981.29,453416.04,413292.92,400995.86,330616.9,358293.69,418493.81,457889.43,378199.87,347298.0,392484.17,369380.93,396560.09,393940.01,388678.1,449805.52,433545.03,459791.58,427739.02,348317.13,432022.44,346930.07,414896.08,462562.56,357076.83,349520.02,1.211,1.221,1.222,2393763.98,1354942.21,3491218.79,10031716.52,1182554.9,True,0.75,11.5,1,True,7323611.06,Unstable,Medium,12,False
JHNKY0334H,True,26,0.0,7011,,2020-06-27,0,0.0,683.4,0.44,0.63,0,2,3,23642.18,48570.81,47,47888.18,6.0,39448.38,22.0,5491.21,35.0,68,2170675.58,2667327.97,4,38009.84,74942.1,0.51,66236.2,88361.79,68931.47,74974.73,66011.85,77800.36,88898.79,65266.2,88416.12,79848.72,77897.86,89745.96,61307.6,67096.41,72190.3,60917.35,83150.48,75173.16,69149.14,63265.08,61265.01,73283.26,88098.82,75826.05,66975.47,75570.02,68708.86,71088.29,82093.88,74529.72,81299.36,72277.62,76865.99,66143.84,77639.8,71022.4,1.239,1.263,1.187,384145.19,11090.52,183740.9,853140.1,482689.88,True,0.75,13.8,2,True,7133868.34,Unstable,Medium,12,False
EHZXK4368J,False,25,41726555.85,5411,Keer Inc,2024-05-10,7,529744.67,727.7,0.74,0.6,0,2,3,102137.37,16448.4,54,39923.18,6.0,15627.69,14.0,7780.63,45.0,77,7638443.83,9273176.06,6,132910.0,259222.66,0.51,212461.73,226292.08,271167.6,249870.74,207623.69,282721.26,261210.37,225444.1,261669.91,258992.87,307177.01,248910.88,250985.26,218930.62,240854.53,241833.52,239493.23,291910.71,248488.38,293467.32,238869.08,280673.37,218021.3,293175.1,233216.49,257691.15,303131.14,272562.17,250416.93,238203.82,254538.1,262918.27,290240.49,247244.2,300279.49,292489.15,1.244,1.201,1.199,1378639.06,240253.0,1959831.97,12608221.47,4472351.43,True,0.75,23.6,2,True,1826087.02,Promising,Medium,12,False
CZQMC6517L,True,5,0.0,5999,,2016-05-20,0,0.0,567.4,0.36,0.72,6,5,6,20650.72,49663.02,11,41219.03,53.0,,,,,60,1414915.13,1746330.53,3,34641.52,46811.45,0.74,40558.27,55170.53,50268.59,53316.51,44828.23,51437.34,54548.52,53020.04,46003.4,47372.05,45344.01,47548.27,55338.9,47257.27,52065.68,39607.77,40733.91,45948.51,43178.32,55103.77,49566.04,51426.69,42746.1,45468.26,54110.5,51886.77,55233.97,55760.32,41385.94,55348.34,38238.25,46544.25,48438.25,45688.3,53684.42,42154.27,1.223,1.238,1.241,264471.05,162843.46,569485.93,747962.57,375022.5,False,0.33,4.5,4,True,1363555.19,Reactive,High,1,False
TJQKS4118H,True,29,75375524.04,5999,Ram LLC,2020-03-15,12,53019.56,618.0,0.75,0.89,0,3,3,58838.61,19992.81,47,15129.5,23.0,,,,,59,6079061.23,7352918.99,5,91542.71,205146.67,0.45,238686.79,205046.37,203237.36,224660.46,183380.74,245636.59,223587.25,195709.93,203071.08,188822.92,176806.59,219588.15,172622.99,236924.12,207095.81,233422.48,173924.52,212917.62,172268.37,193361.83,174121.9,228136.49,198661.59,208193.43,219785.77,204166.35,180907.1,220004.1,203604.12,206325.97,165883.6,222144.65,197983.48,228602.2,164385.6,219240.66,1.22,1.215,1.193,920316.2,94402.78,361832.83,3710964.69,2431550.62,True,0.86,14.1,2,True,4188800.29,Unstable,Medium,12,False
